,dimension_1,dimension_2,dimension_3
item_5575,-0.779136,3.29467,2.26236
item_5576,3.00719,1.54168,-4.81682
item_5577,-5.08931,1.63869,-1.3293
item_5578,1.45336,1.14478,-4.78813
item_5579,-1.71326,0.875851,4.57716
item_5580,3.29322,2.1833,-4.55107
item_5581,0.837708,-2.59464,-5.32549
item_5582,0.312672,1.1388,-4.99221
item_5583,-7.27773,-3.45871,1.88412
item_5584,4.1479,-0.159542,4.97366
item_5585,3.49477,1.12237,-4.39943
item_5586,4.4982,-1.10618,5.40814
item_5587,-4.41026,1.38739,-0.871934
item_5588,-5.19256,1.62705,-1.51888
item_5589,-1.37718,1.4795,4.85952
item_5590,1.42966,1.11087,-4.66979
item_5591,0.752494,-1.91659,-4.8803
item_5592,0.345751,-0.669904,2.77662
item_5593,1.45893,-1.84328,-4.8069
item_5594,-4.68965,2.284,-1.13207
item_5595,-0.993925,1.66536,2.36704
item_5596,1.33599,1.57232,-4.74522
item_5597,3.02912,0.0709131,-3.66154
item_5598,-1.02451,3.33936,2.45521
item_5599,-0.15782,-0.620668,2.395
item_5600,0.920673,-1.28548,2.2359
item_5601,-4.53481,0.937838,-1.97717
item_5602,-3.70166,-5.33487,0.975238
item_5603,-3.70495,1.7119,-0.619703
item_5604,0.659885,-1.08877,2.5019
item_5605,4.32767,-0.970143,5.70413
item_5606,0.36003,1.49421,4.92089
item_5607,-0.873153,-0.119286,3.54905
item_5608,1.27822,0.982127,-4.95915
item_5609,3.46795,-1.14048,5.51362
item_5610,-0.715217,3.01251,2.54793
item_5611,-7.0417,-3.48468,1.72218
item_5612,0.452235,1.42438,4.87493
item_5613,3.14089,-1.08307,5.77212
item_5614,0.185519,1.28102,-4.90691
item_5615,1.32237,-1.65504,-4.40287
item_5616,3.7769,-0.496213,5.42974
item_5617,-6.77241,-2.84173,1.92757
item_5618,0.918381,-1.31235,2.3081
item_5619,3.15097,3.00478,2.58978
item_5620,-4.49226,2.32187,-0.829687
item_5621,-0.104132,-0.725079,1.86026
item_5622,0.393821,1.45128,4.92319
item_5623,4.58792,-1.02019,5.60213
item_5624,0.204613,1.21443,-4.80005
item_5625,2.62254,3.28065,2.31137
item_5626,-0.537229,2.69655,2.725
item_5627,0.850037,1.17197,-4.38125
item_5628,4.33395,-0.40031,5.35942
item_5629,-1.52457,1.87722,2.88341
item_5630,-4.71832,2.28197,-1.05679
item_5631,-6.5759,-2.51742,2.56924
item_5632,0.271623,1.15318,-4.95875
item_5633,-1.1722,0.457346,3.38339
item_5634,-0.469937,2.43212,3.04765
item_5635,-5.72483,0.335173,-2.90067
item_5636,-4.15166,-5.01197,1.47646
item_5637,0.302397,-0.250071,-5.44207
item_5638,0.197983,1.56813,4.82558
item_5639,3.13942,2.40824,-4.3591
item_5640,0.190298,0.976009,-4.76852
item_5641,-0.0369576,1.35683,4.85369
item_5642,3.35493,-0.106044,5.35666
item_5643,-1.21384,0.0497926,4.53979
item_5644,-3.7494,-5.26751,0.863577
item_5645,-2.30877,-6.03582,0.650198
item_5646,1.46306,1.46878,-4.72814
item_5647,3.82495,-1.87789,5.61959
item_5648,3.20231,3.63875,2.35833
item_5649,-7.35184,-3.57678,2.12576
item_5650,0.344982,1.54234,4.9115
item_5651,-3.77614,-5.17484,0.67768
item_5652,3.03184,1.39044,-4.82823
item_5653,3.05705,-0.359412,-4.8445
item_5654,0.972273,-1.23652,2.55883
item_5655,-4.80209,1.93302,-1.6091
item_5656,-3.73141,-5.27999,1.03057
item_5657,2.76656,2.57291,2.79439
item_5658,2.98405,1.24444,-4.75624
item_5659,1.11617,-1.57236,-4.31857
item_5660,-0.364559,2.83004,2.71467
item_5661,-1.10369,1.77967,4.72814
item_5662,-0.465484,2.77616,1.8987
item_5663,3.17694,-1.68587,5.619
item_5664,3.23453,0.589736,-4.81778
item_5665,1.53284,1.53809,-4.20859
item_5666,4.13135,-0.421767,5.39549
item_5667,-3.86165,2.25108,-0.425522
item_5668,-3.93394,-5.18411,0.751525
item_5669,-0.595658,-0.18358,4.37202
item_5670,1.46686,0.150915,-4.77482
item_5671,-0.974023,2.07402,2.66822
item_5672,-4.83102,2.19507,-1.11817
item_5673,0.71444,-1.92441,-4.49995
item_5674,-0.0333922,0.350072,-5.20854
item_5675,3.55114,-1.73284,5.57686
item_5676,-3.25836,-5.73792,1.13944
item_5677,2.84662,2.22965,-4.04334
item_5678,3.16162,3.50093,3.07602
item_5679,-0.782992,0.576039,3.81861
item_5680,0.439757,1.3839,4.75517
item_5681,-1.42054,1.54382,3.26998
item_5682,-3.43369,-5.38553,1.02124
item_5683,-4.77498,0.813371,-1.79699
item_5684,-0.00524415,1.39657,4.79648
item_5685,-5.70591,0.284917,-2.97226
item_5686,0.893525,-1.01471,2.80128
item_5687,-4.2088,1.39344,-0.68587
item_5688,0.419741,1.47859,4.91055
item_5689,-0.164472,-0.177272,3.33817
item_5690,-0.0111899,1.2055,-4.93887
item_5691,3.53326,-0.587684,5.56678
item_5692,-4.50788,-4.28958,1.11256
item_5693,4.55256,-1.22546,5.43398
item_5694,-5.06648,1.66035,-1.52579
item_5695,4.46317,-0.653261,5.17246
item_5696,-0.721718,2.80182,2.26537
item_5697,-1.11576,2.36798,2.99386
item_5698,3.23251,0.0361891,5.23165
item_5699,4.27481,-1.84497,5.44292
item_5700,-0.490371,2.77763,2.67462
item_5701,1.47549,3.01685,1.75859
item_5702,1.39003,1.13409,-4.90604
item_5703,-1.73029,1.14347,4.03308
item_5704,0.445009,0.166851,-5.28402
item_5705,0.0938683,0.199552,-4.94021
item_5706,1.35549,1.12734,-4.73024
item_5707,-3.76796,1.92789,-0.485232
item_5708,3.46855,3.66512,2.66293
item_5709,-6.52028,-3.52211,1.56955
item_5710,-4.87574,2.10871,-1.31293
item_5711,-0.899865,1.37154,4.99841
item_5712,2.68715,-0.239454,5.19026
item_5713,-1.10601,-0.0427909,4.18695
item_5714,-4.06264,-4.82293,1.52708
item_5715,-6.51842,-3.40077,1.58821
item_5716,3.05564,3.54659,2.52737
item_5717,2.94364,1.67501,-3.85531
item_5718,0.0955711,1.87878,4.66065
item_5719,1.25887,-1.82661,-4.8804
item_5720,0.700707,-0.925024,1.96091
item_5721,0.458673,-1.19603,-4.08869
item_5722,-4.71448,1.68996,-1.56635
item_5723,-0.482728,2.52444,2.82356
item_5724,1.93643,1.54745,-4.73203
item_5725,1.61557,3.02289,1.8015
item_5726,-0.904999,3.37311,2.4618
item_5727,1.43045,-2.48169,-5.04168
item_5728,1.33619,1.19412,-4.73624
item_5729,-1.5045,0.250938,4.23895
item_5730,3.12455,0.130219,5.05719
item_5731,4.6682,-1.26821,4.78391
item_5732,-3.31094,-5.23729,0.927712
item_5733,-4.79457,-4.5202,1.02698
item_5734,3.06122,3.65409,2.86381
item_5735,0.517187,-1.21772,-5.43628
item_5736,0.197811,1.28705,-4.69544
item_5737,-4.44727,-3.75619,1.60488
item_5738,0.919966,-1.19268,2.07182
item_5739,-0.605091,0.118663,4.22252
item_5740,-4.77331,2.07555,-1.3872
item_5741,4.4163,-1.16312,5.02808
item_5742,2.20407,1.58726,-5.03751
item_5743,-0.440529,0.0456138,2.78941
item_5744,-0.581326,2.99411,1.92153
item_5745,2.47626,2.93724,1.91087
item_5746,1.54746,2.03918,-4.49552
item_5747,1.42907,-1.44141,-4.45802
item_5748,3.59101,-0.0940297,5.10624
item_5749,-0.742094,-0.22104,4.72917
item_5750,-3.12472,-5.35699,0.71579
item_5751,-4.79032,1.46533,-1.02677
item_5752,2.82641,3.54746,3.056
item_5753,-0.418316,0.141923,2.92549
item_5754,-0.095145,1.89697,4.52229
item_5755,3.06119,0.165145,-3.4659
item_5756,0.121707,1.21405,-5.25608
item_5757,-6.81749,-3.52235,2.42876
item_5758,0.619637,-0.6801,2.31486
item_5759,2.36416,3.04976,1.75668
item_5760,-4.72375,1.70787,-1.60283
item_5761,-7.22539,-3.52955,2.15748
item_5762,2.20303,1.89117,-4.37485
item_5763,2.11774,3.03156,2.03786
item_5764,-0.869722,2.87689,2.26853
item_5765,-0.0495081,0.824591,-4.84871
item_5766,1.31427,1.86139,-4.5852
item_5767,-4.15933,1.62428,-1.12352
item_5768,3.03493,-0.602636,5.44762
item_5769,2.83383,2.35245,-4.16731
item_5770,1.76508,1.5486,-4.37468
item_5771,-0.996442,1.61473,5.06977
item_5772,0.672031,-0.512544,2.36293
item_5773,-4.05191,1.79013,-0.999484
item_5774,3.03195,0.186435,5.01615
item_5775,-3.9392,1.57204,-0.95909
item_5776,-0.927067,3.18321,2.46142
item_5777,-1.0433,0.00329341,3.57668
item_5778,0.237277,0.554815,-4.92311
item_5779,2.58016,0.156148,-3.85773
item_5780,-4.56537,-4.37759,1.12335
item_5781,2.65205,0.305903,4.84564
item_5782,-0.895223,3.11637,2.39906
item_5783,-5.59329,0.429687,-2.63614
item_5784,-0.807213,2.69223,2.4291
item_5785,3.0106,1.32848,-3.77644
item_5786,-3.14233,-5.7718,1.13492
item_5787,3.11271,0.0252544,-3.59157
item_5788,0.0785401,2.00023,4.34294
item_5789,-1.02506,-0.0112663,4.82072
item_5790,-4.39199,-4.88451,1.08082
item_5791,-4.55267,0.850193,-1.9979
item_5792,-0.938459,3.2341,2.6234
item_5793,0.261242,-1.0447,-4.96299
item_5794,0.163193,2.18044,4.48967
item_5795,1.12121,-2.45182,-5.23801
item_5796,1.99344,1.11199,-4.76908
item_5797,0.848501,-2.5636,-5.30997
item_5798,1.49385,0.765007,-4.7019
item_5799,-1.65092,1.3597,3.4298
item_5800,0.277498,1.93649,4.63632
item_5801,-1.01633,1.75735,2.46205
item_5802,3.43623,-0.868467,5.65354
item_5803,-5.73734,0.322189,-2.92021
item_5804,1.36839,0.639276,-4.27989
item_5805,-5.66442,0.351777,-2.79369
item_5806,0.241075,1.23192,-4.76669
item_5807,1.06904,0.103546,-4.5604
item_5808,0.319164,0.517604,-5.02669
item_5809,4.39027,-1.76407,5.43273
item_5810,2.95896,0.134335,5.05356
item_5811,-5.61785,0.370039,-2.73325
item_5812,1.97702,1.2581,-4.65618
item_5813,-1.57768,0.590784,4.64543
item_5814,-0.0727049,0.956617,-4.91709
item_5815,-6.7732,-3.46577,2.37943
item_5816,2.95647,3.59307,2.95826
item_5817,1.92414,3.53106,1.69147
item_5818,1.32928,0.707959,-4.22265
item_5819,2.94689,0.301834,-3.36186
item_5820,-0.731237,2.93352,2.07683
item_5821,-0.822572,1.36149,4.88663
item_5822,2.02985,2.09938,-4.70379
item_5823,0.234749,-1.43793,-5.12076
item_5824,2.77295,3.56483,3.07212
item_5825,-6.61616,-3.34569,1.62274
item_5826,2.32502,1.72066,-4.94505
item_5827,-3.70779,1.79166,-0.557816
item_5828,-0.76363,3.04671,2.23661
item_5829,4.63068,-1.76371,5.34288
item_5830,1.13555,0.0277437,-4.9824
item_5831,3.26997,-1.36561,5.71502
item_5832,-0.0439032,2.04665,4.37409
item_5833,-5.47045,0.737968,-2.61201
item_5834,-4.06466,-5.15363,0.769489
item_5835,-4.98984,-3.78365,1.59958
item_5836,0.336293,0.427838,-5.11601
item_5837,1.31664,-2.46213,-4.96393
item_5838,-5.08066,1.66137,-1.81156
item_5839,-1.14574,1.60683,5.09537
item_5840,0.710582,-0.933895,2.03725
item_5841,-7.22859,-3.22174,2.17131
item_5842,2.75762,3.5338,3.0615
item_5843,3.23342,1.18584,-4.18797
item_5844,2.94283,3.60963,2.77361
item_5845,3.74685,-1.83756,5.65425
item_5846,2.81082,3.60251,3.07287
item_5847,-3.98994,2.28171,-0.739856
item_5848,1.102,-1.47835,1.81049
item_5849,-3.83792,1.65346,-0.585196
item_5850,-4.4385,1.8317,-1.08166
item_5851,-6.86258,-3.56098,2.36176
item_5852,2.10527,1.4942,-4.98026
item_5853,-0.929786,0.937153,4.52993
item_5854,-0.660826,2.921,2.1896
item_5855,0.849056,-2.10342,-5.31396
item_5856,1.90517,1.48149,-4.73323
item_5857,0.0272343,0.111146,3.85158
item_5858,1.10537,-1.45933,2.06057
item_5859,-0.596494,1.27528,5.04946
item_5860,-2.88599,-5.78757,0.728922
item_5861,1.36823,0.677505,-3.9925
item_5862,-5.11977,1.61939,-1.50209
item_5863,-7.30976,-3.7392,1.83882
item_5864,0.300398,0.565657,-5.0071
item_5865,-6.82971,-3.58716,2.44361
item_5866,1.48003,0.623492,-4.52076
item_5867,-0.222335,0.746617,3.9252
item_5868,2.82231,3.65944,3.06338
item_5869,3.4837,-1.55975,5.37697
item_5870,1.24275,0.790703,-5.0761
item_5871,-1.23893,1.66157,5.00834
item_5872,0.106269,2.14149,4.52195
item_5873,-0.387613,0.173414,2.98058
item_5874,1.19394,-1.57919,1.72778
item_5875,1.20144,0.490157,-4.5704
item_5876,-0.0713219,2.06079,4.39044
item_5877,2.09668,3.44501,2.1322
item_5878,-4.82662,2.16997,-1.32681
item_5879,1.47867,2.27553,-4.81547
item_5880,-4.76634,1.87233,-1.6173
item_5881,0.99815,-1.69544,-5.15178
item_5882,3.91346,-0.25874,5.24473
item_5883,-6.79026,-3.40239,1.61925
item_5884,3.14792,0.0983336,5.07715
item_5885,3.21579,-1.22987,5.70483
item_5886,3.27473,3.70346,2.93744
item_5887,4.75249,-1.81826,5.25771
item_5888,0.510354,-0.838795,2.3249
item_5889,3.07757,-0.883798,5.75913
item_5890,-4.96034,1.91806,-1.67069
item_5891,2.47893,3.22497,2.23059
item_5892,0.567936,1.29501,-5.23327
item_5893,1.44827,-1.42485,-4.46884
item_5894,1.66842,1.67076,-4.38645
item_5895,-1.10706,1.66375,3.39461
item_5896,3.51086,3.648,2.84154
item_5897,2.77865,0.340244,-3.36295
item_5898,2.95076,0.939957,-4.66348
item_5899,1.45216,1.79681,-4.4143
item_5900,0.295023,0.538175,-5.09424
item_5901,2.5266,3.51454,2.50085
item_5902,1.58191,1.74298,-4.38253
item_5903,2.97906,3.37405,1.99644
item_5904,-3.35727,-5.70444,1.16162
item_5905,1.24944,-0.897141,-4.39861
item_5906,2.97881,0.182306,5.04238
item_5907,2.97476,0.26025,-3.4998
item_5908,2.82972,3.56135,3.10527
item_5909,2.05251,3.70024,1.94467
item_5910,3.23096,3.56149,2.86414
item_5911,-4.50317,1.11243,-1.13481
item_5912,0.396937,1.89091,4.45567
item_5913,2.77432,2.46197,-4.4574
item_5914,-4.76352,2.13976,-1.35918
item_5915,2.69832,3.38036,1.44521
item_5916,-2.85547,-5.95746,0.858159
item_5917,-1.23209,0.726985,3.59903
item_5918,-0.637939,3.15989,2.06683
item_5919,0.55218,-1.75404,-4.3914
item_5920,0.103025,2.00978,4.59239
item_5921,-5.62123,0.45606,-2.76973
item_5922,3.04936,0.157202,5.03153
item_5923,-0.807529,1.11782,4.71346
item_5924,0.127265,2.12991,4.58698
item_5925,1.35267,0.273034,-4.11921
item_5926,1.03692,-1.37784,2.18235
item_5927,-1.0938,0.790276,4.99005
item_5928,3.06573,0.0208388,5.17549
item_5929,-6.61652,-2.604,2.53299
item_5930,3.70629,-0.413173,5.4481
item_5931,-7.34835,-3.6451,1.91206
item_5932,-4.93523,1.95606,-1.48593
item_5933,3.24406,-0.836184,5.57936
item_5934,-3.3136,-5.84772,1.0584
item_5935,-0.616311,0.145211,3.5991
item_5936,-4.97372,1.68489,-1.47189
item_5937,-7.13368,-3.21891,1.96381
item_5938,1.48991,1.73166,-4.38797
item_5939,3.19698,-0.493161,5.31741
item_5940,0.6032,-0.819067,2.18768
item_5941,1.54227,-1.28964,-4.45979
item_5942,0.152751,2.13697,4.48411
item_5943,-1.04175,0.0647311,4.87948
item_5944,1.20132,0.654514,-5.10824
item_5945,0.457635,-2.02401,-4.68788
item_5946,0.309005,1.28232,-5.08719
item_5947,3.01049,-0.276225,-4.67616
item_5948,0.632811,-0.821623,2.11111
item_5949,-5.53998,0.627256,-2.61148
item_5950,-0.804414,2.50215,2.88646
item_5951,-4.75319,-4.78924,1.79068
item_5952,-4.95061,2.01132,-1.54693
item_5953,1.72282,3.182,1.73961
item_5954,2.06826,1.42375,-4.94663
item_5955,0.873378,1.67328,-5.17131
item_5956,-3.19451,-5.70283,1.15857
item_5957,-4.39092,2.31846,-0.935968
item_5958,-3.6269,-5.42407,1.12855
item_5959,-1.47207,0.54387,4.72402
item_5960,2.76064,1.26668,-4.92006
item_5961,0.131845,0.471549,-4.72435
item_5962,4.54227,-0.825386,4.94637
item_5963,-3.77771,1.74288,-0.51106
item_5964,-4.25137,-4.15788,1.52651
item_5965,2.27136,-1.35288,-4.44435
item_5966,3.06889,3.25862,2.66033
item_5967,-6.25699,-3.38911,1.64003
item_5968,-0.262919,0.691934,4.7804
item_5969,3.17614,0.130797,-4.93032
item_5970,0.141855,0.512925,-5.35068
item_5971,-0.499336,1.77444,4.82234
item_5972,0.960851,-1.5552,1.86049
item_5973,-1.08339,0.45879,3.97249
item_5974,-4.78692,1.75128,-1.18607
item_5975,-4.75317,-4.13617,1.31735
item_5976,3.0237,0.354177,-4.67477
item_5977,2.92433,1.36416,-3.81038
item_5978,-1.18699,1.79827,2.67908
item_5979,4.66157,-1.06156,5.32142
item_5980,1.27892,0.778578,-4.08497
item_5981,-1.36693,0.385408,4.86296
item_5982,4.56919,-0.996371,4.75358
item_5983,0.723968,-2.44629,-5.60427
item_5984,-4.55429,-3.87365,1.61302
item_5985,-0.921856,-0.0918867,3.54536
item_5986,2.92832,3.1002,2.47766
item_5987,2.58958,1.86333,-3.69814
item_5988,-0.449487,0.736056,4.82016
item_5989,2.38494,3.70424,1.65994
item_5990,0.257712,0.332848,-5.63714
item_5991,-4.73699,2.2547,-0.947268
item_5992,0.859978,-1.5544,2.04429
item_5993,1.15351,0.268052,-4.79948
item_5994,-5.22343,1.43334,-1.66735
item_5995,-4.3935,-4.10131,1.5874
item_5996,3.06719,0.187397,-4.76843
item_5997,-4.74219,0.81654,-1.79727
item_5998,-0.841213,2.84532,2.35525
item_5999,-5.0617,1.54848,-1.22265
item_6000,1.34613,1.1015,-4.87666
item_6001,-4.86927,2.1156,-1.2466
item_6002,4.63136,-0.982616,4.84155
item_6003,-6.64247,-2.54526,2.51036
item_6004,-3.54152,-4.90147,1.18952
item_6005,0.0599772,-0.863894,2.22045
item_6006,3.28967,3.1754,2.69805
item_6007,-1.39012,1.96809,2.67488
item_6008,-0.610668,0.601558,4.69658
item_6009,3.89043,-1.11138,5.71726
item_6010,0.194757,1.0659,-5.05743
item_6011,1.16792,0.517337,-3.88436
item_6012,1.00837,-1.65662,1.55385
item_6013,2.18757,3.18186,1.94489
item_6014,-5.53099,0.780463,-2.47753
item_6015,2.98802,1.3017,-3.78022
item_6016,3.03157,1.32458,-4.86157
item_6017,-1.72305,1.30501,4.4394
item_6018,-0.984958,1.92965,2.94572
item_6019,-0.67335,0.14528,3.37974
item_6020,1.31435,1.03965,-4.81668
item_6021,-7.31343,-3.56066,2.08206
item_6022,-4.22971,-4.3539,1.53237
item_6023,-1.37555,1.23566,3.35268
item_6024,4.53023,-1.18681,5.07393
item_6025,-4.9976,0.800423,-2.14469
item_6026,0.146192,-0.59139,-5.39434
item_6027,0.664589,-1.07241,1.72448
item_6028,0.57533,-1.099,2.48387
item_6029,0.840683,-1.67496,-5.091
item_6030,-5.43509,0.68884,-2.45879
item_6031,-1.12229,1.47116,2.67412
item_6032,-4.89426,1.54098,-1.40788
item_6033,-0.78279,0.939378,4.80469
item_6034,-0.599493,0.967276,4.88869
item_6035,3.4299,-0.67466,5.62733
item_6036,0.095713,0.956556,-5.3906
item_6037,1.36166,-1.16662,-4.34731
item_6038,0.0592602,0.82324,-5.23119
item_6039,3.27521,3.26545,3.21022
item_6040,2.87491,2.89933,2.53565
item_6041,-0.633797,0.0175778,4.66612
item_6042,-1.29722,1.76022,2.72614
item_6043,1.41317,-2.55123,-5.06989
item_6044,-4.35883,-4.12695,1.5392
item_6045,3.39233,3.63251,2.20486
item_6046,4.51068,-1.41447,5.07782
item_6047,3.04862,1.15118,-3.74227
item_6048,-5.36155,0.856699,-2.28624
item_6049,-0.925485,1.56974,4.94344
item_6050,0.27701,0.380319,-5.58035
item_6051,3.28693,0.268775,-4.66935
item_6052,1.39861,1.11268,-4.69819
item_6053,-6.80508,-3.0075,2.50884
item_6054,3.39688,1.14266,-4.71273
item_6055,3.06621,0.288642,-3.4795
item_6056,3.22941,3.33912,2.45067
item_6057,2.0067,3.69466,1.85669
item_6058,-0.377393,0.61523,4.97535
item_6059,0.993413,0.530247,-5.07164
item_6060,-0.173165,0.929638,4.55881
item_6061,2.02429,3.5412,1.68972
item_6062,1.16985,-0.0440092,-4.92566
item_6063,-6.43869,-3.84356,2.30821
item_6064,2.94779,3.07723,3.11494
item_6065,3.13406,1.52733,-3.87462
item_6066,4.5769,-1.38518,5.03297
item_6067,-0.0451068,-0.521741,2.86408
item_6068,1.43395,0.0207754,-4.71407
item_6069,-0.0563101,0.0669229,3.2556
item_6070,-0.339556,1.11216,4.62682
item_6071,-4.16823,-4.99953,1.2551
item_6072,-0.509491,0.768048,4.86956
item_6073,-1.34038,2.18401,2.54261
item_6074,1.4792,0.189528,-4.71266
item_6075,1.08898,-1.68874,-4.65887
item_6076,-3.66808,-4.82268,1.06278
item_6077,4.40701,-1.68544,5.66178
item_6078,0.976821,-1.30962,2.35443
item_6079,0.529768,0.0540604,-4.51892
item_6080,3.20218,3.19132,3.05186
item_6081,2.37873,3.21449,2.25125
item_6082,-0.441864,1.04756,4.93565
item_6083,-4.15524,-5.30493,1.44165
item_6084,-3.3686,-5.08551,0.964207
item_6085,1.32613,-2.57477,-5.14255
item_6086,-5.47609,0.971048,-2.39023
item_6087,-0.475957,0.289897,4.12305
item_6088,3.24663,1.14815,-4.67226
item_6089,2.06468,-1.9338,-4.89438
item_6090,-0.31751,0.676,4.92814
item_6091,-5.43223,0.771375,-2.47541
item_6092,3.14702,0.663738,-4.87858
item_6093,0.409149,-1.47277,-4.82629
item_6094,-0.745656,2.21817,2.44108
item_6095,2.27018,-0.275003,5.05044
item_6096,0.0972884,1.09182,-5.47014
item_6097,0.378748,-0.695369,2.05036
item_6098,4.63747,-1.21432,4.7666
item_6099,-1.25422,1.08844,4.53757
item_6100,2.93292,3.29104,2.05558
item_6101,2.83169,0.214933,-4.53008
item_6102,0.603282,0.921321,-5.43552
item_6103,-1.24025,0.441313,3.12707
item_6104,4.20635,-1.02746,5.06182
item_6105,-6.96205,-3.40414,1.71567
item_6106,2.93799,3.19871,2.02478
item_6107,-1.51084,0.364035,4.33343
item_6108,0.321107,1.4797,-4.96125
item_6109,-3.32066,-5.86598,0.894774
item_6110,3.41632,0.741076,-4.59802
item_6111,-6.96189,-3.62093,2.17096
item_6112,-1.03545,1.84959,2.58427
item_6113,-1.04853,0.0852817,3.58216
item_6114,4.59083,-1.13706,4.81092
item_6115,1.89582,3.36715,1.82746
item_6116,3.46392,0.808649,-4.45497
item_6117,-7.20726,-3.13365,2.15271
item_6118,4.70863,-1.27546,4.74835
item_6119,-1.25783,0.781836,4.80555
item_6120,-5.29738,1.23227,-1.76781
item_6121,0.858996,-2.52551,-5.32195
item_6122,1.31956,0.182745,-4.58396
item_6123,-4.92373,-4.42493,1.02465
item_6124,-0.783855,0.170131,4.85698
item_6125,2.32234,2.91566,1.97721
item_6126,2.95005,3.11151,2.19985
item_6127,3.08457,3.43419,3.13563
item_6128,0.363087,1.10674,-5.45246
item_6129,0.0766973,0.432537,-5.62188
item_6130,-1.06187,1.54481,2.68724
item_6131,-3.46357,-5.25924,0.89792
item_6132,-5.24034,1.27759,-1.62016
item_6133,3.09252,2.40222,-4.49683
item_6134,4.69943,-1.29344,4.8248
item_6135,3.16737,1.4063,-3.87268
item_6136,-3.20847,-5.72302,1.22717
item_6137,-0.854046,2.862,2.23058
item_6138,4.608,-1.10164,4.8296
item_6139,2.16713,2.98556,1.91791
item_6140,-5.27545,1.35829,-1.78485
item_6141,3.3939,2.06281,-4.68661
item_6142,3.45964,0.770408,-4.50516
item_6143,-7.04334,-3.32452,2.2834
item_6144,3.0647,3.09104,2.4223
item_6145,1.99282,3.30344,1.45098
item_6146,1.50265,-0.100637,-4.73245
item_6147,4.05994,-1.92162,5.61063
item_6148,3.41084,0.451645,-4.12998
item_6149,-1.24967,1.59646,5.01206
item_6150,1.49493,-0.949851,-4.93319
item_6151,-5.20452,0.916431,-2.20133
item_6152,0.699638,-1.23433,2.08019
item_6153,-1.3108,0.81974,3.7763
item_6154,-1.35039,1.78686,2.6519
item_6155,1.21093,-0.935531,-4.44872
item_6156,1.29081,0.146616,-4.70493
item_6157,1.2591,-2.44282,-4.96674
item_6158,-4.92626,1.38665,-1.23569
item_6159,-1.12974,1.72222,2.79064
item_6160,-5.4821,0.85392,-2.34501
item_6161,0.604038,0.2999,-4.31834
item_6162,2.98044,3.0254,3.12897
item_6163,0.61302,-1.74365,-4.57709
item_6164,-1.21475,1.36289,2.88443
item_6165,1.0348,-1.74242,-4.2701
item_6166,-3.74188,-4.96836,1.37878
item_6167,1.89361,-1.33797,-4.39517
item_6168,3.00497,1.35097,-4.87586
item_6169,2.50954,2.81904,2.49212
item_6170,1.04017,-1.6834,1.57828
item_6171,0.0149809,0.477714,4.37674
item_6172,1.02995,-1.68765,1.53695
item_6173,2.63903,3.01163,2.47522
item_6174,3.17791,0.521343,-4.78679
item_6175,2.22447,-1.31741,-4.45111
item_6176,-0.216816,0.673563,4.82955
item_6177,3.12493,1.25502,-3.76011
item_6178,0.87289,-1.41093,2.17227
item_6179,-4.2497,1.44958,-1.35247
item_6180,4.60603,-1.2992,4.94594
item_6181,0.928189,-1.55984,1.63249
item_6182,-4.82343,-3.79085,1.64763
